series,repeat_index,evaluation,best_error
gpt_simulation,0,0,1585.3927305478458
gpt_simulation,0,1,1585.3927305478458
gpt_simulation,0,2,1585.3927305478458
gpt_simulation,0,3,1585.3927305478458
gpt_simulation,0,4,927.3552152544793
gpt_simulation,0,5,927.3552152544793
gpt_simulation,0,6,927.3552152544793
gpt_simulation,0,7,927.3552152544793
gpt_simulation,0,8,605.3963907873975
gpt_simulation,0,9,146.10281709922276
gpt_simulation,0,10,146.10281709922276
gpt_simulation,0,11,146.10281709922276
gpt_simulation,0,12,146.10281709922276
gpt_simulation,0,13,146.10281709922276
gpt_simulation,0,14,21.587756354576026
gpt_simulation,0,15,21.587756354576026
gpt_simulation,0,16,21.587756354576026
gpt_simulation,0,17,21.587756354576026
gpt_simulation,0,18,21.587756354576026
gpt_simulation,0,19,21.587756354576026
gpt_simulation,0,20,21.587756354576026
gpt_simulation,0,21,21.587756354576026
gpt_simulation,0,22,21.587756354576026
gpt_simulation,0,23,21.587756354576026
gpt_simulation,0,24,21.587756354576026
gpt_simulation,0,25,21.587756354576026
gpt_simulation,0,26,21.587756354576026
gpt_simulation,0,27,21.587756354576026
gpt_simulation,0,28,21.587756354576026
gpt_simulation,0,29,21.587756354576026
gpt_simulation,0,30,21.587756354576026
gpt_simulation,0,31,21.587756354576026
gpt_simulation,0,32,21.587756354576026
gpt_simulation,0,33,21.587756354576026
gpt_simulation,0,34,21.587756354576026
gpt_simulation,0,35,21.587756354576026
gpt_simulation,0,36,21.587756354576026
gpt_simulation,0,37,21.587756354576026
gpt_simulation,0,38,21.587756354576026
gpt_simulation,0,39,21.587756354576026
gpt_simulation,0,40,21.587756354576026
gpt_simulation,0,41,21.587756354576026
gpt_simulation,0,42,21.587756354576026
gpt_simulation,0,43,21.587756354576026
gpt_simulation,0,44,21.587756354576026
gpt_simulation,0,45,21.587756354576026
gpt_simulation,0,46,21.587756354576026
gpt_simulation,0,47,21.587756354576026
gpt_simulation,0,48,21.587756354576026
gpt_simulation,0,49,21.587756354576026
gpt_simulation,0,50,21.587756354576026
gpt_simulation,0,51,21.587756354576026
gpt_simulation,0,52,21.587756354576026
gpt_simulation,0,53,21.587756354576026
gpt_simulation,0,54,21.587756354576026
gpt_simulation,0,55,21.587756354576026
gpt_simulation,0,56,21.587756354576026
gpt_simulation,0,57,21.587756354576026
gpt_simulation,0,58,21.587756354576026
gpt_simulation,0,59,21.587756354576026
gpt_simulation,0,60,21.587756354576026
gpt_simulation,1,0,848.3648286086775
gpt_simulation,1,1,848.3648286086775
gpt_simulation,1,2,829.485442273621
gpt_simulation,1,3,829.485442273621
gpt_simulation,1,4,673.7113761454123
gpt_simulation,1,5,615.3586025004671
gpt_simulation,1,6,615.3586025004671
gpt_simulation,1,7,590.8355708282375
gpt_simulation,1,8,429.7322992625082
gpt_simulation,1,9,429.7322992625082
gpt_simulation,1,10,429.7322992625082
gpt_simulation,1,11,285.70415964918607
gpt_simulation,1,12,285.70415964918607
gpt_simulation,1,13,45.393061160303155
gpt_simulation,1,14,45.393061160303155
gpt_simulation,1,15,45.393061160303155
gpt_simulation,1,16,45.393061160303155
gpt_simulation,1,17,45.393061160303155
